Nome_Municipio;descricao_tipologia;grupo_de_desastre;Cod_IBGE_Mun
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Enxurradas;Hidrológico;4200051
Abdon Batista;Vendavais e Ciclones;Meteorológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Vendavais e Ciclones;Meteorológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Enxurradas;Hidrológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Granizo;Meteorológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Enxurradas;Hidrológico;4200051
Abdon Batista;Enxurradas;Hidrológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Outros;Outros;4200051
Abdon Batista;Enxurradas;Hidrológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Vendavais e Ciclones;Meteorológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Vendavais e Ciclones;Meteorológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Vendavais e Ciclones;Meteorológico;4200051
Abdon Batista;Estiagem e Seca;Climatológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Granizo;Meteorológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Chuvas Intensas;Hidrológico;4200051
Abdon Batista;Vendavais e Ciclones;Meteorológico;4200051
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Enxurradas;Hidrológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Onda de Frio;Climatológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Enxurradas;Hidrológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Enxurradas;Hidrológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Enxurradas;Hidrológico;4200101
Abelardo Luz;Enxurradas;Hidrológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Enxurradas;Hidrológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Vendavais e Ciclones;Meteorológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Estiagem e Seca;Climatológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Granizo;Meteorológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Abelardo Luz;Chuvas Intensas;Hidrológico;4200101
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Granizo;Meteorológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Inundações;Hidrológico;4200200
Agrolândia;Chuvas Intensas;Hidrológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Chuvas Intensas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Vendavais e Ciclones;Meteorológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Estiagem e Seca;Climatológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Enxurradas;Hidrológico;4200200
Agrolândia;Granizo;Meteorológico;4200200
Agrolândia;Outros;Outros;4200200
Agrolândia;Chuvas Intensas;Hidrológico;4200200
Agrolândia;Chuvas Intensas;Hidrológico;4200200
Agrolândia;Movimento de Massa;Hidrológico;4200200
Agrolândia;Chuvas Intensas;Hidrológico;4200200
Agronômica;Enxurradas;Hidrológico;4200309
Agronômica;Granizo;Meteorológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Estiagem e Seca;Climatológico;4200309
Agronômica;Estiagem e Seca;Climatológico;4200309
Agronômica;Enxurradas;Hidrológico;4200309
Agronômica;Enxurradas;Hidrológico;4200309
Agronômica;Enxurradas;Hidrológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Estiagem e Seca;Climatológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Estiagem e Seca;Climatológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Granizo;Meteorológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Enxurradas;Hidrológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Granizo;Meteorológico;4200309
Agronômica;Estiagem e Seca;Climatológico;4200309
Agronômica;Granizo;Meteorológico;4200309
Agronômica;Chuvas Intensas;Hidrológico;4200309
Agronômica;Estiagem e Seca;Climatológico;4200309
Agronômica;Inundações;Hidrológico;4200309
Agronômica;Enxurradas;Hidrológico;4200309
Agronômica;Chuvas Intensas;Hidrológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Chuvas Intensas;Hidrológico;4200309
Agronômica;Vendavais e Ciclones;Meteorológico;4200309
Agronômica;Chuvas Intensas;Hidrológico;4200309
Agronômica;Chuvas Intensas;Hidrológico;4200309
Agronômica;Granizo;Meteorológico;4200309
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Vendavais e Ciclones;Meteorológico;4200408
Água Doce;Onda de Frio;Climatológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Água Doce;Alagamentos;Hidrológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Água Doce;Vendavais e Ciclones;Meteorológico;4200408
Água Doce;Tornado;Meteorológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Estiagem e Seca;Climatológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Água Doce;Chuvas Intensas;Hidrológico;4200408
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Inundações;Hidrológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Granizo;Meteorológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Granizo;Meteorológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Granizo;Meteorológico;4200507
Águas de Chapecó;Granizo;Meteorológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Granizo;Meteorológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Vendavais e Ciclones;Meteorológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Inundações;Hidrológico;4200507
Águas de Chapecó;Vendavais e Ciclones;Meteorológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Enxurradas;Hidrológico;4200507
Águas de Chapecó;Chuvas Intensas;Hidrológico;4200507
Águas de Chapecó;Vendavais e Ciclones;Meteorológico;4200507
Águas de Chapecó;Vendavais e Ciclones;Meteorológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Estiagem e Seca;Climatológico;4200507
Águas de Chapecó;Alagamentos;Hidrológico;4200507
Águas de Chapecó;Chuvas Intensas;Hidrológico;4200507
Águas de Chapecó;Granizo;Meteorológico;4200507
Águas Frias;Enxurradas;Hidrológico;4200556
Águas Frias;Vendavais e Ciclones;Meteorológico;4200556
Águas Frias;Vendavais e Ciclones;Meteorológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Enxurradas;Hidrológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Enxurradas;Hidrológico;4200556
Águas Frias;Enxurradas;Hidrológico;4200556
Águas Frias;Chuvas Intensas;Hidrológico;4200556
Águas Frias;Vendavais e Ciclones;Meteorológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Estiagem e Seca;Climatológico;4200556
Águas Frias;Chuvas Intensas;Hidrológico;4200556
Águas Mornas;Inundações;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Inundações;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Outros;Outros;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Inundações;Hidrológico;4200606
Águas Mornas;Vendavais e Ciclones;Meteorológico;4200606
Águas Mornas;Vendavais e Ciclones;Meteorológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Movimento de Massa;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Granizo;Meteorológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Movimento de Massa;Hidrológico;4200606
Águas Mornas;Estiagem e Seca;Climatológico;4200606
Águas Mornas;Vendavais e Ciclones;Meteorológico;4200606
Águas Mornas;Granizo;Meteorológico;4200606
Águas Mornas;Granizo;Meteorológico;4200606
Águas Mornas;Vendavais e Ciclones;Meteorológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Vendavais e Ciclones;Meteorológico;4200606
Águas Mornas;Alagamentos;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Granizo;Meteorológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Enxurradas;Hidrológico;4200606
Águas Mornas;Vendavais e Ciclones;Meteorológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Águas Mornas;Chuvas Intensas;Hidrológico;4200606
Alfredo Wagner;Inundações;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Inundações;Hidrológico;4200705
Alfredo Wagner;Inundações;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Vendavais e Ciclones;Meteorológico;4200705
Alfredo Wagner;Estiagem e Seca;Climatológico;4200705
Alfredo Wagner;Vendavais e Ciclones;Meteorológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Vendavais e Ciclones;Meteorológico;4200705
Alfredo Wagner;Estiagem e Seca;Climatológico;4200705
Alfredo Wagner;Movimento de Massa;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Vendavais e Ciclones;Meteorológico;4200705
Alfredo Wagner;Movimento de Massa;Hidrológico;4200705
Alfredo Wagner;Erosão;Outros;4200705
Alfredo Wagner;Estiagem e Seca;Climatológico;4200705
Alfredo Wagner;Alagamentos;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alfredo Wagner;Enxurradas;Hidrológico;4200705
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Enxurradas;Hidrológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Enxurradas;Hidrológico;4200754
Alto Bela Vista;Enxurradas;Hidrológico;4200754
Alto Bela Vista;Granizo;Meteorológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Alto Bela Vista;Estiagem e Seca;Climatológico;4200754
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Granizo;Meteorológico;4200804
Anchieta;Granizo;Meteorológico;4200804
Anchieta;Granizo;Meteorológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Vendavais e Ciclones;Meteorológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Granizo;Meteorológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Estiagem e Seca;Climatológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Enxurradas;Hidrológico;4200804
Anchieta;Chuvas Intensas;Hidrológico;4200804
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Inundações;Hidrológico;4200903
Angelina;Granizo;Meteorológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Granizo;Meteorológico;4200903
Angelina;Granizo;Meteorológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Granizo;Meteorológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Onda de Frio;Climatológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Vendavais e Ciclones;Meteorológico;4200903
Angelina;Vendavais e Ciclones;Meteorológico;4200903
Angelina;Enxurradas;Hidrológico;4200903
Angelina;Chuvas Intensas;Hidrológico;4200903
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Vendavais e Ciclones;Meteorológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Alagamentos;Hidrológico;4201000
Anita Garibaldi;Enxurradas;Hidrológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Inundações;Hidrológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Granizo;Meteorológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Enxurradas;Hidrológico;4201000
Anita Garibaldi;Enxurradas;Hidrológico;4201000
Anita Garibaldi;Enxurradas;Hidrológico;4201000
Anita Garibaldi;Enxurradas;Hidrológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Granizo;Meteorológico;4201000
Anita Garibaldi;Chuvas Intensas;Hidrológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Vendavais e Ciclones;Meteorológico;4201000
Anita Garibaldi;Estiagem e Seca;Climatológico;4201000
Anita Garibaldi;Chuvas Intensas;Hidrológico;4201000
Anita Garibaldi;Chuvas Intensas;Hidrológico;4201000
Anita Garibaldi;Vendavais e Ciclones;Meteorológico;4201000
Anitápolis;Granizo;Meteorológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Inundações;Hidrológico;4201109
Anitápolis;Inundações;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Vendavais e Ciclones;Meteorológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Inundações;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Vendavais e Ciclones;Meteorológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Enxurradas;Hidrológico;4201109
Anitápolis;Granizo;Meteorológico;4201109
Anitápolis;Chuvas Intensas;Hidrológico;4201109
Anitápolis;Chuvas Intensas;Hidrológico;4201109
Anitápolis;Chuvas Intensas;Hidrológico;4201109
Anitápolis;Chuvas Intensas;Hidrológico;4201109
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Vendavais e Ciclones;Meteorológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Granizo;Meteorológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Enxurradas;Hidrológico;4201208
Antônio Carlos;Vendavais e Ciclones;Meteorológico;4201208
Antônio Carlos;Vendavais e Ciclones;Meteorológico;4201208
Antônio Carlos;Chuvas Intensas;Hidrológico;4201208
Antônio Carlos;Chuvas Intensas;Hidrológico;4201208
Antônio Carlos;Chuvas Intensas;Hidrológico;4201208
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Estiagem e Seca;Climatológico;4201257
Apiúna;Granizo;Meteorológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Onda de Frio;Climatológico;4201257
Apiúna;Onda de Frio;Climatológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Vendavais e Ciclones;Meteorológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Granizo;Meteorológico;4201257
Apiúna;Vendavais e Ciclones;Meteorológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Movimento de Massa;Hidrológico;4201257
Apiúna;Alagamentos;Hidrológico;4201257
Apiúna;Vendavais e Ciclones;Meteorológico;4201257
Apiúna;Chuvas Intensas;Hidrológico;4201257
Apiúna;Chuvas Intensas;Hidrológico;4201257
Apiúna;Enxurradas;Hidrológico;4201257
Apiúna;Chuvas Intensas;Hidrológico;4201257
Arabutã;Granizo;Meteorológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Enxurradas;Hidrológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Granizo;Meteorológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Enxurradas;Hidrológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Movimento de Massa;Hidrológico;4201273
Arabutã;Enxurradas;Hidrológico;4201273
Arabutã;Movimento de Massa;Hidrológico;4201273
Arabutã;Enxurradas;Hidrológico;4201273
Arabutã;Chuvas Intensas;Hidrológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Enxurradas;Hidrológico;4201273
Arabutã;Estiagem e Seca;Climatológico;4201273
Arabutã;Chuvas Intensas;Hidrológico;4201273
Araquari;Enxurradas;Hidrológico;4201307
Araquari;Enxurradas;Hidrológico;4201307
Araquari;Enxurradas;Hidrológico;4201307
Araquari;Enxurradas;Hidrológico;4201307
Araquari;Erosão;Outros;4201307
Araquari;Alagamentos;Hidrológico;4201307
Araquari;Enxurradas;Hidrológico;4201307
Araquari;Vendavais e Ciclones;Meteorológico;4201307
