Nome_Municipio;descricao_tipologia;grupo_de_desastre;Cod_IBGE_Mun
Barra Bonita;Estiagem e Seca;Climatológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Vendavais e Ciclones;Meteorológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Vendavais e Ciclones;Meteorológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Chuvas Intensas;Hidrológico;4202099
Barra Bonita;Chuvas Intensas;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Bonita;Granizo;Meteorológico;4202099
Barra Bonita;Chuvas Intensas;Hidrológico;4202099
Barra Bonita;Inundações;Hidrológico;4202099
Barra Velha;Granizo;Meteorológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Inundações;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Erosão;Outros;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Barra Velha;Erosão;Outros;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Incêndio Florestal;Climatológico;4202107
Barra Velha;Estiagem e Seca;Climatológico;4202107
Barra Velha;Incêndio Florestal;Climatológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Barra Velha;Erosão;Outros;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Barra Velha;Erosão;Outros;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Erosão;Outros;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Barra Velha;Movimento de Massa;Hidrológico;4202107
Barra Velha;Vendavais e Ciclones;Meteorológico;4202107
Barra Velha;Enxurradas;Hidrológico;4202107
Barra Velha;Outros;Outros;4202107
Barra Velha;Chuvas Intensas;Hidrológico;4202107
Barra Velha;Inundações;Hidrológico;4202107
Barra Velha;Alagamentos;Hidrológico;4202107
Bela Vista do Toldo;Estiagem e Seca;Climatológico;4202131
Bela Vista do Toldo;Estiagem e Seca;Climatológico;4202131
Bela Vista do Toldo;Estiagem e Seca;Climatológico;4202131
Bela Vista do Toldo;Vendavais e Ciclones;Meteorológico;4202131
Bela Vista do Toldo;Enxurradas;Hidrológico;4202131
Bela Vista do Toldo;Enxurradas;Hidrológico;4202131
Bela Vista do Toldo;Enxurradas;Hidrológico;4202131
Bela Vista do Toldo;Inundações;Hidrológico;4202131
Bela Vista do Toldo;Inundações;Hidrológico;4202131
Bela Vista do Toldo;Inundações;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Granizo;Meteorológico;4202131
Bela Vista do Toldo;Vendavais e Ciclones;Meteorológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Granizo;Meteorológico;4202131
Bela Vista do Toldo;Estiagem e Seca;Climatológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Vendavais e Ciclones;Meteorológico;4202131
Bela Vista do Toldo;Granizo;Meteorológico;4202131
Bela Vista do Toldo;Estiagem e Seca;Climatológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Enxurradas;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Chuvas Intensas;Hidrológico;4202131
Bela Vista do Toldo;Enxurradas;Hidrológico;4202131
Bela Vista do Toldo;Alagamentos;Hidrológico;4202131
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Enxurradas;Hidrológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Enxurradas;Hidrológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Enxurradas;Hidrológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Enxurradas;Hidrológico;4202156
Belmonte;Enxurradas;Hidrológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Vendavais e Ciclones;Meteorológico;4202156
Belmonte;Vendavais e Ciclones;Meteorológico;4202156
Belmonte;Vendavais e Ciclones;Meteorológico;4202156
Belmonte;Estiagem e Seca;Climatológico;4202156
Belmonte;Enxurradas;Hidrológico;4202156
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Vendavais e Ciclones;Meteorológico;4202206
Benedito Novo;Granizo;Meteorológico;4202206
Benedito Novo;Enxurradas;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Benedito Novo;Inundações;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Benedito Novo;Chuvas Intensas;Hidrológico;4202206
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Inundações;Hidrológico;4202305
Biguaçu;Estiagem e Seca;Climatológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Granizo;Meteorológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Granizo;Meteorológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Inundações;Hidrológico;4202305
Biguaçu;Granizo;Meteorológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Erosão;Outros;4202305
Biguaçu;Alagamentos;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Chuvas Intensas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Chuvas Intensas;Hidrológico;4202305
Biguaçu;Inundações;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Incêndio Florestal;Climatológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Enxurradas;Hidrológico;4202305
Biguaçu;Chuvas Intensas;Hidrológico;4202305
Biguaçu;Vendavais e Ciclones;Meteorológico;4202305
Biguaçu;Granizo;Meteorológico;4202305
Biguaçu;Granizo;Meteorológico;4202305
Biguaçu;Chuvas Intensas;Hidrológico;4202305
Biguaçu;Chuvas Intensas;Hidrológico;4202305
Biguaçu;Movimento de Massa;Hidrológico;4202305
Biguaçu;Chuvas Intensas;Hidrológico;4202305
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Inundações;Hidrológico;4202404
Blumenau;Granizo;Meteorológico;4202404
Blumenau;Inundações;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Inundações;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Inundações;Hidrológico;4202404
Blumenau;Inundações;Hidrológico;4202404
Blumenau;Movimento de Massa;Hidrológico;4202404
Blumenau;Movimento de Massa;Hidrológico;4202404
Blumenau;Chuvas Intensas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Chuvas Intensas;Hidrológico;4202404
Blumenau;Enxurradas;Hidrológico;4202404
Blumenau;Chuvas Intensas;Hidrológico;4202404
Blumenau;Vendavais e Ciclones;Meteorológico;4202404
Blumenau;Chuvas Intensas;Hidrológico;4202404
Blumenau;Chuvas Intensas;Hidrológico;4202404
Blumenau;Chuvas Intensas;Hidrológico;4202404
Blumenau;Inundações;Hidrológico;4202404
Bocaina do Sul;Inundações;Hidrológico;4202438
Bocaina do Sul;Inundações;Hidrológico;4202438
Bocaina do Sul;Inundações;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Estiagem e Seca;Climatológico;4202438
Bocaina do Sul;Vendavais e Ciclones;Meteorológico;4202438
Bocaina do Sul;Estiagem e Seca;Climatológico;4202438
Bocaina do Sul;Granizo;Meteorológico;4202438
Bocaina do Sul;Granizo;Meteorológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Inundações;Hidrológico;4202438
Bocaina do Sul;Estiagem e Seca;Climatológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Estiagem e Seca;Climatológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Vendavais e Ciclones;Meteorológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Vendavais e Ciclones;Meteorológico;4202438
Bocaina do Sul;Chuvas Intensas;Hidrológico;4202438
Bocaina do Sul;Chuvas Intensas;Hidrológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Granizo;Meteorológico;4202438
Bocaina do Sul;Enxurradas;Hidrológico;4202438
Bocaina do Sul;Alagamentos;Hidrológico;4202438
Bocaina do Sul;Chuvas Intensas;Hidrológico;4202438
Bocaina do Sul;Movimento de Massa;Hidrológico;4202438
Bocaina do Sul;Granizo;Meteorológico;4202438
Bocaina do Sul;Vendavais e Ciclones;Meteorológico;4202438
Bocaina do Sul;Chuvas Intensas;Hidrológico;4202438
Bom Jardim da Serra;Inundações;Hidrológico;4202503
Bom Jardim da Serra;Vendavais e Ciclones;Meteorológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Inundações;Hidrológico;4202503
Bom Jardim da Serra;Estiagem e Seca;Climatológico;4202503
Bom Jardim da Serra;Vendavais e Ciclones;Meteorológico;4202503
Bom Jardim da Serra;Estiagem e Seca;Climatológico;4202503
Bom Jardim da Serra;Estiagem e Seca;Climatológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Onda de Frio;Climatológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Estiagem e Seca;Climatológico;4202503
Bom Jardim da Serra;Granizo;Meteorológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Granizo;Meteorológico;4202503
Bom Jardim da Serra;Granizo;Meteorológico;4202503
Bom Jardim da Serra;Onda de Frio;Climatológico;4202503
Bom Jardim da Serra;Estiagem e Seca;Climatológico;4202503
Bom Jardim da Serra;Vendavais e Ciclones;Meteorológico;4202503
Bom Jardim da Serra;Estiagem e Seca;Climatológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Enxurradas;Hidrológico;4202503
Bom Jardim da Serra;Chuvas Intensas;Hidrológico;4202503
Bom Jardim da Serra;Chuvas Intensas;Hidrológico;4202503
Bom Jardim da Serra;Chuvas Intensas;Hidrológico;4202503
Bom Jardim da Serra;Chuvas Intensas;Hidrológico;4202503
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Enxurradas;Hidrológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Enxurradas;Hidrológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Vendavais e Ciclones;Meteorológico;4202537
Bom Jesus;Vendavais e Ciclones;Meteorológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Granizo;Meteorológico;4202537
Bom Jesus;Chuvas Intensas;Hidrológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Vendavais e Ciclones;Meteorológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Granizo;Meteorológico;4202537
Bom Jesus;Estiagem e Seca;Climatológico;4202537
Bom Jesus;Chuvas Intensas;Hidrológico;4202537
Bom Jesus;Chuvas Intensas;Hidrológico;4202537
Bom Jesus;Vendavais e Ciclones;Meteorológico;4202537
Bom Jesus;Chuvas Intensas;Hidrológico;4202537
Bom Jesus;Chuvas Intensas;Hidrológico;4202537
Bom Jesus;Granizo;Meteorológico;4202537
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Jesus do Oeste;Alagamentos;Hidrológico;4202578
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Jesus do Oeste;Enxurradas;Hidrológico;4202578
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Jesus do Oeste;Enxurradas;Hidrológico;4202578
Bom Jesus do Oeste;Tornado;Meteorológico;4202578
Bom Jesus do Oeste;Chuvas Intensas;Hidrológico;4202578
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Jesus do Oeste;Estiagem e Seca;Climatológico;4202578
Bom Retiro;Enxurradas;Hidrológico;4202602
Bom Retiro;Inundações;Hidrológico;4202602
Bom Retiro;Inundações;Hidrológico;4202602
Bom Retiro;Enxurradas;Hidrológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Vendavais e Ciclones;Meteorológico;4202602
Bom Retiro;Estiagem e Seca;Climatológico;4202602
Bom Retiro;Enxurradas;Hidrológico;4202602
Bom Retiro;Enxurradas;Hidrológico;4202602
Bom Retiro;Enxurradas;Hidrológico;4202602
Bom Retiro;Alagamentos;Hidrológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Vendavais e Ciclones;Meteorológico;4202602
Bom Retiro;Vendavais e Ciclones;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Vendavais e Ciclones;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Estiagem e Seca;Climatológico;4202602
Bom Retiro;Vendavais e Ciclones;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Estiagem e Seca;Climatológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Vendavais e Ciclones;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Granizo;Meteorológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bom Retiro;Chuvas Intensas;Hidrológico;4202602
Bombinhas;Enxurradas;Hidrológico;4202453
Bombinhas;Vendavais e Ciclones;Meteorológico;4202453
Bombinhas;Enxurradas;Hidrológico;4202453
Bombinhas;Vendavais e Ciclones;Meteorológico;4202453
Bombinhas;Enxurradas;Hidrológico;4202453
Bombinhas;Enxurradas;Hidrológico;4202453
Bombinhas;Chuvas Intensas;Hidrológico;4202453
Bombinhas;Alagamentos;Hidrológico;4202453
Bombinhas;Enxurradas;Hidrológico;4202453
Bombinhas;Alagamentos;Hidrológico;4202453
Bombinhas;Erosão;Outros;4202453
Bombinhas;Erosão;Outros;4202453
Bombinhas;Enxurradas;Hidrológico;4202453
Bombinhas;Vendavais e Ciclones;Meteorológico;4202453
Bombinhas;Vendavais e Ciclones;Meteorológico;4202453
Bombinhas;Chuvas Intensas;Hidrológico;4202453
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Inundações;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Vendavais e Ciclones;Meteorológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Inundações;Hidrológico;4202701
Botuverá;Alagamentos;Hidrológico;4202701
Botuverá;Alagamentos;Hidrológico;4202701
Botuverá;Movimento de Massa;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Vendavais e Ciclones;Meteorológico;4202701
Botuverá;Enxurradas;Hidrológico;4202701
Botuverá;Vendavais e Ciclones;Meteorológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Botuverá;Chuvas Intensas;Hidrológico;4202701
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Granizo;Meteorológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Estiagem e Seca;Climatológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Alagamentos;Hidrológico;4202800
Braço do Norte;Alagamentos;Hidrológico;4202800
Braço do Norte;Alagamentos;Hidrológico;4202800
Braço do Norte;Estiagem e Seca;Climatológico;4202800
Braço do Norte;Vendavais e Ciclones;Meteorológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Enxurradas;Hidrológico;4202800
Braço do Norte;Alagamentos;Hidrológico;4202800
Braço do Norte;Chuvas Intensas;Hidrológico;4202800
Braço do Norte;Chuvas Intensas;Hidrológico;4202800
Braço do Norte;Chuvas Intensas;Hidrológico;4202800
Braço do Trombudo;Enxurradas;Hidrológico;4202859
Braço do Trombudo;Inundações;Hidrológico;4202859
Braço do Trombudo;Estiagem e Seca;Climatológico;4202859
Braço do Trombudo;Vendavais e Ciclones;Meteorológico;4202859
Braço do Trombudo;Enxurradas;Hidrológico;4202859
Braço do Trombudo;Enxurradas;Hidrológico;4202859
Braço do Trombudo;Inundações;Hidrológico;4202859
Braço do Trombudo;Enxurradas;Hidrológico;4202859
Braço do Trombudo;Chuvas Intensas;Hidrológico;4202859
Braço do Trombudo;Chuvas Intensas;Hidrológico;4202859
Braço do Trombudo;Vendavais e Ciclones;Meteorológico;4202859
Braço do Trombudo;Chuvas Intensas;Hidrológico;4202859
Braço do Trombudo;Vendavais e Ciclones;Meteorológico;4202859
Braço do Trombudo;Estiagem e Seca;Climatológico;4202859
Braço do Trombudo;Vendavais e Ciclones;Meteorológico;4202859
Braço do Trombudo;Movimento de Massa;Hidrológico;4202859
Braço do Trombudo;Enxurradas;Hidrológico;4202859
Braço do Trombudo;Chuvas Intensas;Hidrológico;4202859
Braço do Trombudo;Enxurradas;Hidrológico;4202859
Braço do Trombudo;Chuvas Intensas;Hidrológico;4202859
Braço do Trombudo;Chuvas Intensas;Hidrológico;4202859
Brunópolis;Vendavais e Ciclones;Meteorológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Enxurradas;Hidrológico;4202875
Brunópolis;Granizo;Meteorológico;4202875
Brunópolis;Enxurradas;Hidrológico;4202875
Brunópolis;Granizo;Meteorológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Vendavais e Ciclones;Meteorológico;4202875
Brunópolis;Granizo;Meteorológico;4202875
Brunópolis;Tornado;Meteorológico;4202875
Brunópolis;Alagamentos;Hidrológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brunópolis;Chuvas Intensas;Hidrológico;4202875
Brunópolis;Chuvas Intensas;Hidrológico;4202875
Brunópolis;Estiagem e Seca;Climatológico;4202875
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Inundações;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Vendavais e Ciclones;Meteorológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Inundações;Hidrológico;4202909
Brusque;Inundações;Hidrológico;4202909
Brusque;Inundações;Hidrológico;4202909
Brusque;Inundações;Hidrológico;4202909
Brusque;Movimento de Massa;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Enxurradas;Hidrológico;4202909
Brusque;Vendavais e Ciclones;Meteorológico;4202909
Brusque;Vendavais e Ciclones;Meteorológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Vendavais e Ciclones;Meteorológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Vendavais e Ciclones;Meteorológico;4202909
Brusque;Vendavais e Ciclones;Meteorológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Outros;Outros;4202909
Brusque;Granizo;Meteorológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Chuvas Intensas;Hidrológico;4202909
Brusque;Outros;Outros;4202909
